数据期,行业代码,门类代码,门类内容,大类代码,大类内容,中类代码,中类内容,小类代码,小类内容,经度,维度,注册资本(人民币元),企业经营日期,企业登记设立日期,企业缴纳社保人员数
2015,M7483,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7483,工程勘察活动,113.893816,22.581549,3000000,1994/1/1,1995/11/27,100
2015,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.787088,22.736182,9900000,2002/3/1,1993/5/3,27
2015,L7211,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7211,企业总部管理,113.892322,22.563078,187000000,2001/3/1,1993/6/28,124
2015,E4999,E,建筑业,49,建筑安装业,499,其他建筑安装业,4999,其他建筑安装,113.894937,22.574313,10800000,2001/12/1,1993/8/19,145
2015,C2110,C,制造业,21,家具制造业,211,木质家具制造,2110,木质家具制造,113.851400,22.707744,12000000,2002/3/1,1993/12/21,90
2015,O8211,O,居民服务、修理和其他服务业,82,其他服务业,821,清洁服务,8211,建筑物清洁服务,113.886932,22.548637,56000000,2004/3/1,1994/5/11,514
2015,E4920,E,建筑业,49,建筑安装业,492,管道和设备安装,4920,管道和设备安装,113.899107,22.575271,1000000,2007/6/1,1994/7/4,17
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,,,3000000,2015/12/1,1994/6/26,18
2015,C4190,C,制造业,41,其他制造业,419,其他未列明制造业,4190,其他未列明制造业,113.842625,22.619851,88000000,2004/6/26,1994/6/30,154
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.859702,22.765817,308000000,2005/12/1,1992/4/13,64
2015,E5012,E,建筑业,50,建筑装饰、装修和其他建筑业,501,建筑装饰和装修业,5012,住宅装饰和装修,113.899391,22.560026,15000000,2005/1/1,1992/12/18,120
2015,C1819,C,制造业,18,纺织服装、服饰业,181,机织服装制造,1819,其他机织服装制造,113.869194,22.600595,1000000,1997/12/1,1996/6/11,53
2015,C3952,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3952,音响设备制造,113.843518,22.796023,160680000,1997/4/28,1996/7/3,250
2015,E4812,E,建筑业,48,土木工程建筑业,481,铁路、道路、隧道和桥梁工程建筑,4812,公路工程建筑,113.902802,22.560339,28000000,1994/12/1,1996/7/1,215
2015,F5162,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5162,石油及制品批发,113.909649,22.561862,50000000,2008/9/1,1996/7/15,35
2015,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.910273,22.570084,10100000,2005/2/1,1996/7/23,75
2015,C3581,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造,3581,医疗诊断、监护及治疗设备制造,113.866392,22.567504,63300000,2001/3/1,1996/7/15,234
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.867775,22.602060,100000000,2005/10/1,1996/9/24,106
2015,M7330,M,科学研究和技术服务业,73,研究和试验发展,733,农业科学研究和试验发展,7330,农业科学研究和试验发展,113.876118,22.590638,100000000,2008/7/31,1996/9/26,4832
2015,C1743,C,制造业,17,纺织业,174,丝绢纺织及印染精加工,1743,丝印染精加工,113.843766,22.816626,31800000,2002/4/1,1996/10/21,180
2015,G5443,G,交通运输、仓储和邮政业,54,道路运输业,544,道路运输辅助活动,5443,公路管理与养护,,,53000000,1997/8/1,1996/10/27,88
2015,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.909551,22.580828,5000000,1997/2/20,1996/11/20,111
2015,C3542,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造,3542,印刷专用设备制造,113.865689,22.599964,2000000,2004/4/1,1996/11/25,18
2015,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.887572,22.610239,20000000,2000/7/1,1997/1/27,18
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.905290,22.568300,200000000,2008/4/1,1997/2/4,241
2015,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,,,5000000,2000/9/1,1997/3/9,42
2015,F5162,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5162,石油及制品批发,113.894679,22.560062,20000000,2003/4/1,1997/3/14,46
2015,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.895660,22.567915,3800000,2007/6/1,1997/3/27,26
2015,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.911073,22.573067,3800000,2006/7/1,1997/4/13,35
2015,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.799560,22.773420,1500000,2006/4/1,2004/5/25,335
2015,C3813,C,制造业,38,电气机械和器材制造业,381,电机制造,3813,微特电机及组件制造,113.886782,22.610157,20000000,1997/12/12,1997/4/15,48
2015,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.874670,22.586722,1000000,2004/4/1,1997/4/16,28
2015,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.828873,22.754694,50000000,2001/11/1,1997/4/24,3
2015,C2311,C,制造业,23,印刷和记录媒介复制业,231,印刷,2311,书、报刊印刷,113.913448,22.581408,100060000,2003/6/1,1997/5/5,217
2015,C3823,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3823,配电开关控制设备制造,113.848440,22.764232,81000000,1998/4/1,1997/6/20,300
2015,C1819,C,制造业,18,纺织服装、服饰业,181,机织服装制造,1819,其他机织服装制造,113.850683,22.600507,16000000,2001/6/1,1997/7/29,473
2015,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.824638,22.646555,10000000,2013/5/1,1997/8/27,2
2015,C3953,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3953,影视录放设备制造,113.866328,22.625504,50000000,2003/9/9,1997/8/29,303
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.844421,22.719545,6100000,2012/4/1,1997/9/24,19
2015,C3842,C,制造业,38,电气机械和器材制造业,384,电池制造,3842,镍氢电池制造,113.878456,22.817320,30000000,1999/9/23,1997/10/7,542
2015,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.868900,22.631025,36000000,2000/12/1,1997/10/9,223
2015,C3399,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3399,其他未列明金属制品制造,113.848235,22.729418,500000,1999/7/1,1993/12/11,168
2015,C3952,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3952,音响设备制造,113.860659,22.637266,5000000,1995/9/30,1988/3/3,420
2015,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.87349927296805,22.810085267652198,50000000,1998/7/1,1991/11/26,86
2015,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.876418,22.816585,82200000,2001/4/1,1993/4/23,263
2015,C3951,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3951,电视机制造,113.83871374217193,22.611519879211745,268000000,1998/7/16,1997/8/5,118
2015,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.865195,22.798104,100880000,2008/11/1,1997/8/23,251
2015,F5139,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5139,其他家庭用品批发,113.888314,22.562626,1000000,2002/4/1,1997/11/19,133
2015,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.886036,22.575639,1500000,2001/7/1,1997/11/24,35
2015,C3851,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3851,家用制冷电器具制造,113.800549,22.703250,50000000,2004/12/1,1997/11/30,43
2015,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.921188,22.577076,180000000,2006/8/1,1994/6/30,1935
2015,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.889604,22.576473,5000000,2006/4/1,1994/3/9,47
2015,C2239,C,制造业,22,造纸和纸制品业,223,纸制品制造,2239,其他纸制品制造,113.865090,22.800481,20000000,2006/9/1,1994/4/1,91
2015,F5211,F,批发和零售业,52,零售业,521,综合零售,5211,百货零售,113.905914,22.560135,3000000,2014/10/1,2014/4/14,30
2015,F5133,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5133,鞋帽批发,113.848396,22.764615,1000000,2014/8/1,2014/6/4,90
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.886292,22.548634,198000000,2014/12/1,2014/4/25,137
2015,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.891552,22.562918,500000,2014/12/1,2014/7/28,61
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.877968,22.567442,150000000,2015/4/1,2014/11/4,1
2015,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.806044,22.727972,500000,2015/1/1,2014/10/27,30
2015,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.813025,22.733268,1000000,2015/1/1,2014/11/25,56
2015,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.868486,22.559157,48000000,2015/5/1,2015/4/22,15
2015,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.882573,22.561852,1000000,2015/8/1,2015/6/1,200
2015,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.889620,22.559320,100000000,2015/10/1,2015/7/16,10
2015,P8321,P,教育,83,教育,832,初等教育,8321,普通小学教育,113.842289,22.612989,,2015/12/1,1899/12/30,256
2015,P8321,P,教育,83,教育,832,初等教育,8321,普通小学教育,113.916268,22.573425,,2014/2/1,1899/12/30,139
2015,P8334,P,教育,83,教育,833,中等教育,8334,普通高中教育,113.861056,22.641637,,2015/12/1,1899/12/30,657
2015,R8622,R,文化、体育和娱乐业,86,新闻和出版业,862,出版业,8622,报纸出版,113.908780,22.558504,12500000,2005/1/1,2010/6/28,146
2015,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.803427,22.773314,5000000,2010/4/1,2010/1/21,135
2015,F5175,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5175,电气设备批发,113.895858,22.568283,1500000,2010/5/1,2010/1/15,30
2015,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.841993,22.813863,662824020,2002/8/1,2010/4/15,13433
2015,G5821,G,交通运输、仓储和邮政业,58,多式联运和运输代理业,582,运输代理业,5821,货物运输代理,113.839574,22.639780,10000000,2010/7/1,2010/2/11,97
2015,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.801529,22.775300,5461920,2010/8/1,2010/5/13,101
2015,C3912,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3912,计算机零部件制造,,,87954000,2010/6/1,2010/3/12,133
2015,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.862019,22.652001,5000000,2010/7/1,2010/1/19,245
2015,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.834044,22.601019,5180000,2010/6/1,2010/1/13,68
2015,C1789,C,制造业,17,纺织业,178,产业用纺织制成品制造,1789,其他产业用纺织制成品制造,,,5000000,2010/5/1,2010/2/8,40
2015,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.814965,22.721316,24986820,2010/4/1,2010/2/25,238
2015,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.830492,22.738565,16800000,2010/12/1,2010/1/22,53
2015,F5172,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5172,汽车及零配件批发,113.840458,22.816025,5260680,2011/4/1,2010/5/18,16
2015,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.866934,22.728804,3076325,2010/3/1,2010/2/4,134
2015,C3973,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3973,集成电路制造,113.809088,22.775388,21988500,2006/6/1,2010/3/5,348
2015,C3911,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3911,计算机整机制造,113.872406,22.595013,30000000,2011/3/1,2010/1/19,143
2015,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.848728,22.603993,5000000,2013/5/1,2010/2/25,50
2015,H6129,H,住宿和餐饮业,61,住宿业,612,一般旅馆,6129,其他一般旅馆,113.879781,22.592574,5000000,2010/4/1,2010/2/21,66
2015,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.895720,22.555405,5000000,2013/8/1,2010/1/25,37
2015,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.866284,22.567525,10000000,2010/4/1,2010/3/12,210
2015,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.894109,22.558289,44020000,2010/12/1,2010/3/4,800
2015,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.881878,22.590487,90000000,2013/4/1,2010/3/23,113
2015,C3670,C,制造业,36,汽车制造业,367,汽车零部件及配件制造,3670,汽车零部件及配件制造,113.828706,22.709107,21843840,2010/7/1,2010/4/29,251
2015,F5176,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5176,计算机、软件及辅助设备批发,113.871113,22.561856,500000,2010/8/1,2010/3/29,41
2015,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.832700,22.726889,875300,2010/9/1,2010/6/7,16
2015,C2452,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造,2452,塑胶玩具制造,113.854638,22.702798,6520408,2011/9/1,2010/7/5,202
2015,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.815426,22.770881,1000000,2010/9/1,2010/5/14,265
2015,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.800750,22.761274,20800000,2011/6/1,2010/4/27,1682
2015,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.879345,22.548858,1000000,2010/6/1,2010/4/30,129
2015,C3393,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3393,锻件及粉末冶金制品制造,113.847434,22.726571,37954000,2010/12/1,2010/7/26,148
2015,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.788004,22.737283,3000000,2010/7/1,2010/4/7,529
2015,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.84483,22.730956,8000000,2014/2/1,2010/4/15,50
2015,C3839,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3839,其他电工器材制造,113.850726,22.726266,17506000,2010/12/1,2010/6/9,404
2015,C3059,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3059,其他玻璃制品制造,113.866934,22.728804,10000000,2010/7/1,2010/4/19,65
2015,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.894958,22.587753,70000000,2010/6/1,2010/4/28,10
2015,H6129,H,住宿和餐饮业,61,住宿业,612,一般旅馆,6129,其他一般旅馆,113.883675,22.564847,1000000,2010/6/1,2010/4/22,26
2015,C3953,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3953,影视录放设备制造,113.844425,22.599866,5000000,2010/8/1,2010/4/21,90
2015,C3825,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3825,光伏设备及元器件制造,113.927394,22.688224,108990000,2011/3/2,2010/5/7,365
2015,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.854237,22.762813,9000000,2010/7/1,2010/5/21,18
2015,C3471,C,制造业,34,通用设备制造业,347,文化、办公用机械制造,3471,电影机械制造,113.921528,22.574227,27266000,2010/10/1,2010/6/18,118
